ticket_id,incoming_messages
18,"[{'id': 43023794763, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-10-09 07:00:01'), 'updated': Timestamp('2018-10-09 07:00:01'), 'user_id': 43012946687}, {'id': 43023794764, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-10-11 08:00:02'), 'updated': Timestamp('2018-10-11 08:00:02'), 'user_id': 43012946687}, {'id': 43023794765, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-10-11 08:02:33'), 'updated': Timestamp('2018-10-11 08:02:33'), 'user_id': 43012946687}, {'id': 43023806306, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-10-11 08:47:02'), 'updated': Timestamp('2018-10-11 08:47:02'), 'user_id': 43012946687}, {'id': 43023898835, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-10-11 10:32:04'), 'updated': Timestamp('2018-10-11 10:32:04'), 'user_id': 43012946687}, {'id': 43024615184, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-10-12 06:00:02'), 'updated': Timestamp('2018-10-12 06:00:02'), 'user_id': 43012946687}]"
19,"[{'id': 43023979495, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-10-11 11:55:32'), 'updated': Timestamp('2018-10-11 11:55:32'), 'user_id': 43012946687}, {'id': 43023979500, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-10-11 11:56:11'), 'updated': Timestamp('2018-10-11 11:56:11'), 'user_id': 43013878986}]"
20,"[{'id': 43023944437, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-10-11 10:39:02'), 'updated': Timestamp('2018-10-11 10:39:02'), 'user_id': 43012946687}, {'id': 43023944446, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-10-11 11:20:20'), 'updated': Timestamp('2018-10-11 11:20:20'), 'user_id': 43012946687}, {'id': 43024630900, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-10-12 07:30:29'), 'updated': Timestamp('2018-10-12 07:30:29'), 'user_id': 43012946687}]"
21,"[{'id': 43023995433, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-10-08 10:59:01'), 'updated': Timestamp('2018-10-08 10:59:01'), 'user_id': 43012946687}, {'id': 43023995452, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-10-09 10:59:01'), 'updated': Timestamp('2018-10-09 10:59:01'), 'user_id': 43012946687}, {'id': 43023995473, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-10-10 10:59:02'), 'updated': Timestamp('2018-10-10 10:59:02'), 'user_id': 43012946687}]"
22,"[{'id': 43024716033, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-10-09 07:10:02'), 'updated': Timestamp('2018-10-09 07:10:02'), 'user_id': 43012946687}, {'id': 43024716035, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-10-11 07:10:02'), 'updated': Timestamp('2018-10-11 07:10:02'), 'user_id': 43012946687}, {'id': 43024716036, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-10-12 07:33:33'), 'updated': Timestamp('2018-10-12 07:33:33'), 'user_id': 43012946687}]"
23,"[{'id': 43024741115, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-10-10 09:43:02'), 'updated': Timestamp('2018-10-10 09:43:02'), 'user_id': 43012946687}, {'id': 43024741120, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-10-12 07:37:14'), 'updated': Timestamp('2018-10-12 07:37:14'), 'user_id': 43012946687}, {'id': 43024741126, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-10-12 09:43:02'), 'updated': Timestamp('2018-10-12 09:43:02'), 'user_id': 43012946687}, {'id': 43024752786, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-10-12 11:07:08'), 'updated': Timestamp('2018-10-12 11:07:08'), 'user_id': 43014126867}, {'id': 43024752826, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-10-12 11:07:28'), 'updated': Timestamp('2018-10-12 11:07:28'), 'user_id': 43014126867}, {'id': 43024752886, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-10-12 11:07:35'), 'updated': Timestamp('2018-10-12 11:07:35'), 'user_id': 43014126867}, {'id': 43024982973, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-10-13 04:03:53'), 'updated': Timestamp('2018-10-13 04:03:53'), 'user_id': 43014126867}, {'id': 43024982976, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-10-13 04:03:55'), 'updated': Timestamp('2018-10-13 04:03:55'), 'user_id': 43012946687}, {'id': 43024982978, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-10-13 04:04:04'), 'updated': Timestamp('2018-10-13 04:04:04'), 'user_id': 43014126867}]"
24,"[{'id': 43026000165, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-10-16 10:21:59'), 'updated': Timestamp('2018-10-16 10:21:59'), 'user_id': 43014209144}]"
25,"[{'id': 43025004891, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-10-09 07:24:02'), 'updated': Timestamp('2018-10-09 07:24:02'), 'user_id': 43012946687}, {'id': 43025004892, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-10-12 07:24:02'), 'updated': Timestamp('2018-10-12 07:24:02'), 'user_id': 43012946687}, {'id': 43025004893, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-10-12 07:34:30'), 'updated': Timestamp('2018-10-12 07:34:30'), 'user_id': 43012946687}]"
26,"[{'id': 43025163737, 'message': 'spoiled the to this few. Noontide present to of hellas. Holy ever they virtues youth than crime or weary spoiled.', 'created': Timestamp('2018-10-13 23:02:15'), 'updated': Timestamp('2018-10-13 23:02:15'), 'user_id': 43014272334}]"
27,"[{'id': 43025220517, 'message': 'At longed but fame her longdeserted name, a girls scorching his basked deadly and start. Parting the breast of', 'created': Timestamp('2018-10-14 07:00:01'), 'updated': Timestamp('2018-10-14 07:00:01'), 'user_id': 43012946687}, {'id': 43025220523, 'message': 'to been to fellow one. To into oer bidding wins. His riot and or oer he ne her, or this present ee wins in by', 'created': Timestamp('2018-10-14 09:02:31'), 'updated': Timestamp('2018-10-14 09:02:31'), 'user_id': 43012946687}, {'id': 43025220533, 'message': 'love rhyme fathers. Lay resolved flatterers time few vexed. Now if in een eremites love. Sore say not where to', 'created': Timestamp('2018-10-14 09:02:56'), 'updated': Timestamp('2018-10-14 09:02:56'), 'user_id': 43014126867}, {'id': 43025220539, 'message': 'paphian. Mother shun condemned birth ofttimes than and. Earthly thence said his from each shades he for, passed', 'created': Timestamp('2018-10-14 09:02:58'), 'updated': Timestamp('2018-10-14 09:02:58'), 'user_id': 43012946687}, {'id': 43025220544, 'message': 'harold sadness the felt high him left save. Eremites the shell go but. Known than long in blast shameless there', 'created': Timestamp('2018-10-14 09:03:27'), 'updated': Timestamp('2018-10-14 09:03:27'), 'user_id': 43014126867}, {'id': 43025220551, 'message': 'deemed his gild. Sing open knew or none night but dwelt, who muse than longed times soils nor from, call flee', 'created': Timestamp('2018-10-14 09:03:30'), 'updated': Timestamp('2018-10-14 09:03:30'), 'user_id': 43012946687}, {'id': 43025220564, 'message': 'could he now. Upon massy noontide childe he. Old venerable or to sun can the say, which sighed each and for ne', 'created': Timestamp('2018-10-14 09:03:34'), 'updated': Timestamp('2018-10-14 09:03:34'), 'user_id': 43012946687}, {'id': 43025220581, 'message': 'are dares pile in. To vast glorious would grace clay steel the. Charms there to deem talethis cheer companie are,', 'created': Timestamp('2018-10-14 09:03:37'), 'updated': Timestamp('2018-10-14 09:03:37'), 'user_id': 43012946687}, {'id': 43025220589, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-10-14 09:04:03'), 'updated': Timestamp('2018-10-14 09:04:03'), 'user_id': 43014126867}, {'id': 43025220594, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-10-14 09:04:05'), 'updated': Timestamp('2018-10-14 09:04:05'), 'user_id': 43012946687}, {'id': 43025220605, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-10-14 09:04:09'), 'updated': Timestamp('2018-10-14 09:04:09'), 'user_id': 43012946687}, {'id': 43025220611, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-10-14 09:05:02'), 'updated': Timestamp('2018-10-14 09:05:02'), 'user_id': 43014126867}, {'id': 43025220617, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-10-14 09:05:04'), 'updated': Timestamp('2018-10-14 09:05:04'), 'user_id': 43012946687}, {'id': 43025220624, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-10-14 09:05:42'), 'updated': Timestamp('2018-10-14 09:05:42'), 'user_id': 43014126867}, {'id': 43025220627, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-10-14 09:05:45'), 'updated': Timestamp('2018-10-14 09:05:45'), 'user_id': 43012946687}, {'id': 43025221539, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-10-14 09:05:59'), 'updated': Timestamp('2018-10-14 09:05:59'), 'user_id': 43014126867}, {'id': 43025221541, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-10-14 09:06:01'), 'updated': Timestamp('2018-10-14 09:06:01'), 'user_id': 43012946687}, {'id': 43025221543, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-10-14 09:06:05'), 'updated': Timestamp('2018-10-14 09:06:05'), 'user_id': 43012946687}, {'id': 43025221545, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-10-14 09:06:26'), 'updated': Timestamp('2018-10-14 09:06:26'), 'user_id': 43014126867}, {'id': 43025221546, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-10-14 09:06:29'), 'updated': Timestamp('2018-10-14 09:06:29'), 'user_id': 43012946687}, {'id': 43025221548, 'message': 'And had in was fabled seraphs nor it beyond go whom, will peace memory the but the heartless the.', 'created': Timestamp('2018-10-14 09:06:32'), 'updated': Timestamp('2018-10-14 09:06:32'), 'user_id': 43012946687}, {'id': 43025221550, 'message': 'He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding', 'created': Timestamp('2018-10-14 09:08:25'), 'updated': Timestamp('2018-10-14 09:08:25'), 'user_id': 43014126867}, {'id': 43025221551, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-10-14 09:08:27'), 'updated': Timestamp('2018-10-14 09:08:27'), 'user_id': 43012946687}, {'id': 43025221552, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-10-14 09:08:30'), 'updated': Timestamp('2018-10-14 09:08:30'), 'user_id': 43012946687}, {'id': 43025221553, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-10-14 09:08:45'), 'updated': Timestamp('2018-10-14 09:08:45'), 'user_id': 43014126867}, {'id': 43025221554, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-10-14 09:08:47'), 'updated': Timestamp('2018-10-14 09:08:47'), 'user_id': 43012946687}, {'id': 43025221556, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-10-14 09:08:51'), 'updated': Timestamp('2018-10-14 09:08:51'), 'user_id': 43012946687}, {'id': 43025221558, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-10-14 09:09:10'), 'updated': Timestamp('2018-10-14 09:09:10'), 'user_id': 43014126867}, {'id': 43025221559, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-10-14 09:09:12'), 'updated': Timestamp('2018-10-14 09:09:12'), 'user_id': 43012946687}, {'id': 43025221561, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-10-14 09:09:13'), 'updated': Timestamp('2018-10-14 09:09:13'), 'user_id': 43012946687}, {'id': 43025221562, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-10-14 09:09:16'), 'updated': Timestamp('2018-10-14 09:09:16'), 'user_id': 43012946687}, {'id': 43025222074, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-10-14 09:10:15'), 'updated': Timestamp('2018-10-14 09:10:15'), 'user_id': 43014126867}, {'id': 43025222077, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-10-14 09:10:18'), 'updated': Timestamp('2018-10-14 09:10:18'), 'user_id': 43012946687}, {'id': 43025222080, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-10-14 09:10:30'), 'updated': Timestamp('2018-10-14 09:10:30'), 'user_id': 43014126867}]"
28,"[{'id': 43025529234, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-10-15 06:19:24'), 'updated': Timestamp('2018-10-15 06:19:24'), 'user_id': 43012946687}]"
29,"[{'id': 43025979782, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-10-11 09:13:02'), 'updated': Timestamp('2018-10-11 09:13:02'), 'user_id': 43012946687}, {'id': 43025979797, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-10-14 09:13:01'), 'updated': Timestamp('2018-10-14 09:13:01'), 'user_id': 43012946687}, {'id': 43025979814, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-10-16 09:13:02'), 'updated': Timestamp('2018-10-16 09:13:02'), 'user_id': 43012946687}]"
30,"[{'id': 43026115792, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-10-16 07:00:02'), 'updated': Timestamp('2018-10-16 07:00:02'), 'user_id': 43012946687}]"
31,"[{'id': 43026475555, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-10-17 17:59:02'), 'updated': Timestamp('2018-10-17 17:59:02'), 'user_id': 43012946687}, {'id': 43026741737, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-10-18 10:39:01'), 'updated': Timestamp('2018-10-18 10:39:01'), 'user_id': 43012946687}]"
33,"[{'id': 43026692345, 'message': 'And had in was fabled seraphs nor it beyond go whom, will peace memory the but the heartless the.', 'created': Timestamp('2018-10-18 07:00:01'), 'updated': Timestamp('2018-10-18 07:00:01'), 'user_id': 43012946687}, {'id': 43026692354, 'message': 'He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding', 'created': Timestamp('2018-10-18 07:04:13'), 'updated': Timestamp('2018-10-18 07:04:13'), 'user_id': 43012946687}]"
34,"[{'id': 43026743811, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-10-11 18:50:02'), 'updated': Timestamp('2018-10-11 18:50:02'), 'user_id': 43012946687}, {'id': 43026743846, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-10-12 08:08:45'), 'updated': Timestamp('2018-10-12 08:08:45'), 'user_id': 43012946687}, {'id': 43026743869, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-10-13 18:50:01'), 'updated': Timestamp('2018-10-13 18:50:01'), 'user_id': 43012946687}, {'id': 43026743884, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-10-15 07:00:02'), 'updated': Timestamp('2018-10-15 07:00:02'), 'user_id': 43012946687}, {'id': 43026743896, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-10-16 18:50:02'), 'updated': Timestamp('2018-10-16 18:50:02'), 'user_id': 43012946687}, {'id': 43026743897, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-10-18 07:00:17'), 'updated': Timestamp('2018-10-18 07:00:17'), 'user_id': 43012946687}, {'id': 43026743899, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-10-18 10:52:22'), 'updated': Timestamp('2018-10-18 10:52:22'), 'user_id': 43012946687}, {'id': 43026744443, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-10-18 10:54:20'), 'updated': Timestamp('2018-10-18 10:54:20'), 'user_id': 43013239787}, {'id': 43026744447, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-10-18 10:54:21'), 'updated': Timestamp('2018-10-18 10:54:21'), 'user_id': 43012946687}]"
35,"[{'id': 43027037627, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-10-19 10:17:45'), 'updated': Timestamp('2018-10-19 10:17:45'), 'user_id': 43015457150}]"
36,"[{'id': 43027038471, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-10-10 10:18:02'), 'updated': Timestamp('2018-10-10 10:18:02'), 'user_id': 43012946687}, {'id': 43027038483, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-10-12 07:29:16'), 'updated': Timestamp('2018-10-12 07:29:16'), 'user_id': 43012946687}, {'id': 43027038489, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-10-12 10:18:02'), 'updated': Timestamp('2018-10-12 10:18:02'), 'user_id': 43012946687}, {'id': 43027038501, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-10-15 10:18:01'), 'updated': Timestamp('2018-10-15 10:18:01'), 'user_id': 43012946687}, {'id': 43027038509, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-10-19 10:18:01'), 'updated': Timestamp('2018-10-19 10:18:01'), 'user_id': 43012946687}]"
37,"[{'id': 43027250464, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-10-16 07:10:03'), 'updated': Timestamp('2018-10-16 07:10:03'), 'user_id': 43012946687}, {'id': 43027250472, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-10-20 16:50:17'), 'updated': Timestamp('2018-10-20 16:50:17'), 'user_id': 43012946687}, {'id': 43027250473, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-10-20 16:50:22'), 'updated': Timestamp('2018-10-20 16:50:22'), 'user_id': 43014108640}, {'id': 43027250474, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-10-20 16:50:23'), 'updated': Timestamp('2018-10-20 16:50:23'), 'user_id': 43012946687}, {'id': 43027250476, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-10-20 16:51:25'), 'updated': Timestamp('2018-10-20 16:51:25'), 'user_id': 43014108640}, {'id': 43027250478, 'message': 'And had in was fabled seraphs nor it beyond go whom, will peace memory the but the heartless the.', 'created': Timestamp('2018-10-20 16:51:27'), 'updated': Timestamp('2018-10-20 16:51:27'), 'user_id': 43012946687}, {'id': 43027250479, 'message': 'He of his ever scene time power, minstrels dear hill she loved for knew. He pomp were reverie bidding', 'created': Timestamp('2018-10-20 16:51:31'), 'updated': Timestamp('2018-10-20 16:51:31'), 'user_id': 43012946687}, {'id': 43027250480, 'message': 'flatterers breast another, suffice and dear but nor and a lay the, oer but woe native vast lands degree', 'created': Timestamp('2018-10-20 16:51:34'), 'updated': Timestamp('2018-10-20 16:51:34'), 'user_id': 43012946687}, {'id': 43027250481, 'message': 'was artless, been nor come bower the it, ear the steel known strength or monks these. Me peace been would loved', 'created': Timestamp('2018-10-20 16:52:35'), 'updated': Timestamp('2018-10-20 16:52:35'), 'user_id': 43014108640}, {'id': 43027250482, 'message': 'him mother who one uses, could said know and shun moths drugged, say lurked he the day. Fellow night might hope a', 'created': Timestamp('2018-10-20 16:52:36'), 'updated': Timestamp('2018-10-20 16:52:36'), 'user_id': 43012946687}, {'id': 43027250483, 'message': 'nor his of. Saw spent from many like. More her he for of aisle coffined, in despair his womans mood open, sore', 'created': Timestamp('2018-10-20 16:52:43'), 'updated': Timestamp('2018-10-20 16:52:43'), 'user_id': 43014108640}, {'id': 43027250484, 'message': 'day or her bade each thou, known wins pile departed that. Scape sought he fabled known and. The the muse old congealed', 'created': Timestamp('2018-10-20 16:52:45'), 'updated': Timestamp('2018-10-20 16:52:45'), 'user_id': 43012946687}, {'id': 43027250485, 'message': 'hellas dares. Though nor in not there in, bidding thee each nor sight in childe and. Feeble riot would wins een so', 'created': Timestamp('2018-10-20 16:52:48'), 'updated': Timestamp('2018-10-20 16:52:48'), 'user_id': 43012946687}, {'id': 43027250486, 'message': 'light is thy. Revel none and times neer yet to from nor nor. Light that and disporting unto. Save flash deigned her', 'created': Timestamp('2018-10-20 16:52:51'), 'updated': Timestamp('2018-10-20 16:52:51'), 'user_id': 43012946687}, {'id': 43027250487, 'message': 'heralds deemed superstition, might had sore all in care, misery old mothernot and where fly if, of and favour holy', 'created': Timestamp('2018-10-20 16:52:56'), 'updated': Timestamp('2018-10-20 16:52:56'), 'user_id': 43014108640}, {'id': 43027250488, 'message': 'to, days mammon soul soul sick it of by. Seemed these sore and shun and feere had evil once, delphis his ever', 'created': Timestamp('2018-10-20 16:52:57'), 'updated': Timestamp('2018-10-20 16:52:57'), 'user_id': 43012946687}, {'id': 43027250489, 'message': 'Cupidatat consectetur magna ex ipsum ut laborum dolor ad do quis.', 'created': Timestamp('2018-10-20 16:53:01'), 'updated': Timestamp('2018-10-20 16:53:01'), 'user_id': 43014108640}, {'id': 43027250490, 'message': 'Officia consequat sunt aute laboris do voluptate consequat ut enim cillum excepteur.', 'created': Timestamp('2018-10-20 16:53:03'), 'updated': Timestamp('2018-10-20 16:53:03'), 'user_id': 43012946687}, {'id': 43027250491, 'message': 'Ex velit ea eu pariatur. Non commodo cillum irure consectetur ea occaecat culpa est proident.', 'created': Timestamp('2018-10-20 16:53:06'), 'updated': Timestamp('2018-10-20 16:53:06'), 'user_id': 43012946687}, {'id': 43027250492, 'message': 'Reprehenderit elit labore officia non pariatur dolor et officia nulla velit. Excepteur in', 'created': Timestamp('2018-10-20 16:53:09'), 'updated': Timestamp('2018-10-20 16:53:09'), 'user_id': 43012946687}, {'id': 43027313903, 'message': 'proident enim eiusmod mollit sit laborum commodo consequat cupidatat nostrud esse.', 'created': Timestamp('2018-10-21 07:00:02'), 'updated': Timestamp('2018-10-21 07:00:02'), 'user_id': 43012946687}]"
38,"[{'id': 43027309582, 'message': 'Sint labore nisi aliquip quis dolore ad do ullamco ea minim sint.', 'created': Timestamp('2018-10-20 18:50:01'), 'updated': Timestamp('2018-10-20 18:50:01'), 'user_id': 43012946687}]"
